100
                   1             5.80127                   0
                   2             5.07533            0.725949
                   3             5.50412            0.599607
                   4              5.1391            0.559464
                   5             5.18511            0.435795
                   6             5.31989            0.380494
                   7             5.28699            0.323255
                   8             5.54185            0.378579
                   9             5.54671            0.333911
                  10             5.56994            0.299561
                  11             5.59251            0.271902
                  12             5.49088            0.268211
                  13             5.59583            0.268114
                  14             5.68034            0.262215
                  15             5.65943            0.245002
                  16             5.60129             0.23644
                  17             5.57105            0.224144
                  18             5.59364            0.212529
                  19             5.54834            0.206073
                  20             5.59065            0.200024
                  21             5.52815            0.200264
                  22             5.44921            0.206618
                  23             5.51222             0.20724
                  24             5.45364            0.206883
                  25              5.4793            0.200088
                  26              5.4633            0.192903
                  27             5.49891            0.189006
                  28             5.50635            0.182283
                  29             5.50343             0.17591
                  30             5.51489            0.170331
                  31             5.50899             0.16485
                  32             5.46936            0.164462
                  33             5.47979            0.159741
                  34             5.47357            0.155096
                  35             5.48417            0.150972
                  36             5.45989            0.148713
                  37             5.48329            0.146518
                  38             5.46019            0.144469
                  39             5.47673            0.141685
                  40             5.46765            0.138396
                  41             5.45798            0.135324
                  42             5.43694            0.133728
                  43               5.435            0.130595
                  44             5.43244            0.127618
                  45             5.41804            0.125578
                  46             5.41823            0.122818
                  47             5.39616            0.122187
                  48             5.37725            0.121101
                  49             5.40591            0.122018
                  50             5.38736            0.120982
                  51             5.39668            0.118952
                  52             5.42422            0.119848
                  53             5.42101            0.117609
                  54             5.42507            0.115482
                  55             5.41227            0.114083
                  56             5.40364            0.112359
                  57             5.42107            0.111738
                  58             5.42333            0.109818
                  59             5.42121            0.107961
                  60             5.42197            0.106149
                  61             5.42774            0.104554
                  62             5.45963            0.107685
                  63              5.4727            0.106764
                  64             5.46802            0.105187
                  65             5.46764            0.103557
                  66             5.48021            0.102747
                  67             5.46645            0.102134
                  68             5.46708            0.100623
                  69             5.46975           0.0991897
                  70              5.4726           0.0978041
                  71             5.47622           0.0964848
                  72             5.47634           0.0951353
                  73              5.4663           0.0943591
                  74             5.46418           0.0930992
                  75             5.46547           0.0918586
                  76             5.46745           0.0906633
                  77             5.45761           0.0900166
                  78              5.4595           0.0888751
                  79             5.44877           0.0883968
                  80             5.46446           0.0886838
                  81             5.42812            0.094823
                  82             5.41313           0.0948506
                  83              5.4142           0.0937069
                  84             5.41427           0.0925847
                  85              5.3982           0.0928887
                  86             5.39359           0.0919182
                  87              5.4133           0.0929685
                  88             5.41068           0.0919432
                  89             5.40688           0.0909839
                  90             5.40373           0.0900221
                  91             5.39841           0.0891866
                  92             5.40003           0.0882268
                  93             5.40705           0.0875544
                  94             5.42505           0.0884691
                  95              5.4199           0.0876841
                  96             5.41393           0.0869713
                  97             5.40759           0.0863028
                  98             5.41348           0.0856205
                  99             5.41376           0.0847517
                 100             5.41062           0.0839585
                 101             5.41529           0.0832542
                 102              5.4146           0.0824368
                 103             5.40553           0.0821346
                 104             5.40594           0.0813421
                 105             5.42287           0.0823225
                 106             5.42997           0.0818507
                 107             5.42413           0.0812915
                 108             5.42388           0.0805357
                 109             5.42763           0.0798815
                 110             5.41642           0.0799418
                 111             5.40752           0.0797176
                 112             5.40897            0.079016
                 113             5.41071           0.0783329
                 114             5.41319           0.0776825
                 115             5.40978           0.0770797
                 116             5.41009           0.0764129
                 117             5.41667           0.0760419
                 118             5.40968           0.0757179
                 119             5.40767           0.0751059
                 120             5.40276           0.0746385
                 121             5.39794           0.0741758
                 122             5.38702           0.0743726
                 123             5.39586           0.0742936
                 124             5.39663            0.073696
                 125             5.39572           0.0731097
                 126              5.4054           0.0731706
                 127             5.40391           0.0726074
                 128             5.41253           0.0725517
                 129              5.4166           0.0721018
                 130             5.41683           0.0715454
                 131             5.40971           0.0713533
                 132              5.4053           0.0709476
                 133             5.41302           0.0708343
                 134             5.41393           0.0703096
                 135             5.40677           0.0701541
                 136             5.39697            0.070322
                 137             5.39997           0.0698713
                 138             5.39951           0.0693647
                 139             5.39674           0.0689194
                 140             5.39083             0.06868
                 141             5.38263           0.0686823
                 142             5.37753           0.0683876
                 143             5.38112           0.0680026
                 144             5.39503           0.0689468
                 145             5.40697           0.0695017
                 146             5.40989           0.0690859
                 147             5.41045           0.0686166
                 148             5.41669           0.0684368
                 149             5.41659            0.067976
                 150             5.41897           0.0675632
                 151              5.4095            0.067779
                 152             5.41129           0.0673554
                 153             5.41143           0.0669139
